608145003339,0
608145003346,0
696321475643,106
696321659098,0
696321726455,72
696321726462,49
696321746699,69
696321767342,113
696321819720,98
696321819768,95
696321846429,17
696321850518,83
696321853625,74
696321854738,163
696321890675,30
696321903818,44
696321922765,31
696321931781,54
696321945924,0
696321956388,101
696321956395,10
696321956401,31
696321956418,12
696321956425,15
696321956432,14
696321956456,36
696321959495,77
696321959556,139
696321959563,126
696321959570,24
696321959617,23
696321959624,92
696321959631,40
696321970025,25
696321970032,53
696321987993,32
696321999736,76
805538175608,90
805538175615,156
805538175622,132
805538175639,113
805538175646,48
805538185621,98
805538207125,19
805538207255,25
805538207309,94
805538209907,180
9330128690366,286
9330128692889,6
9330128692919,37
9330128692926,18
9330128692933,16
9330128692940,18
9330128693381,7
9330128693411,98
9330128693480,10
9330128693503,7
9330128693510,10
9330128693527,14
9330128701581,86
9330128701598,101
9330128701604,58
9330128701611,22
9330128701628,11
9330128701635,20
9330128701642,38
9330128701659,55
9330128701666,77
9330128701673,65
9330128701734,32
9330128701741,39
9330128701789,84
9330128705084,5
9330128705107,3
9330128705138,19
9330128705145,18
9336253471627,6
9336253482760,26
9336253488083,13
9336253488168,67
9336253488472,46
9336253488502,119
9336253489240,17
9336253491694,48
9336253491700,45
9339389209836,0
9339389209843,21
9339389209850,0
9339389209867,80
9339389209874,0
9339389209881,155
9339389209898,0
9339389209904,264
9339389209911,0
9339389209928,331
9339389209935,0
9339389209942,331
9339389209959,94
9339389209966,0
9339389326120,0
9339389326137,46
9339389326144,0
9339389326151,93
9339389326168,0
9339389326175,119
9339389326182,0
9339389326199,207
9339389326205,0
9339389326212,222
9339389326229,0
9339389326236,148
9339389326243,92
9339389326250,0
9339389335399,0
9339389335405,0
9339389335412,0
9339389335429,0
9339389335436,5
9339389335443,0
9339389335450,11
9339389335467,0
9339389335474,13
9339389335481,0
9339389335498,22
9339389335504,0
9339389335511,20
9339389335528,0
9339389335535,13
9339389335542,9
9339389335559,0
9339389337461,29
9339389337478,10
9339389337485,44
9339389337492,80
9339389337508,69
9339389337515,33
9339389337522,9
9339389337539,2
9339389337546,7
9339389337553,40
9339389337560,76
9339389337577,128
9339389337843,0
9339389337850,27
9339389337867,29
9339389337874,53
9339389337881,93
9339389337898,80
9339389337904,49
9339389337911,29
9339389337928,4
9339389337935,0
9339389350989,0
9339389350996,0
9339389351009,0
9339389351016,0
9339389351023,25
9339389351030,0
9339389351047,12
9339389351054,0
9339389351061,26
9339389351078,0
9339389351085,26
9339389351092,0
9339389351108,25
9339389351115,0
9339389351122,44
9339389351139,4
9339389351146,1
9339389351559,0
9339389351566,0
9339389351573,0
9339389351580,0
9339389351597,14
9339389351603,0
9339389351610,4
9339389351627,0
9339389351634,3
9339389351641,0
9339389351658,8
9339389351665,0
9339389351672,16
9339389351689,0
9339389351696,3
9339389351702,10
9339389351719,4
9339389351726,7
9339389352983,58
9339389353034,42
9339389355212,0
9339389355229,0
9339389355236,0
9339389355243,0
9339389355250,54
9339389355267,0
9339389355274,43
9339389355281,0
9339389355298,47
9339389355304,0
9339389355311,72
9339389355328,0
9339389355335,88
9339389355342,0
9339389355359,85
9339389355366,39
9339389355373,16
9339389355380,7
9339389355397,0
9339389355403,0
9339389355410,0
9339389355427,0
9339389355434,36
9339389355441,0
9339389355458,64
9339389355465,0
9339389355472,46
9339389355489,0
9339389355496,67
9339389355502,0
9339389355519,88
9339389355526,0
9339389355533,71
9339389355540,38
9339389355557,17
9339389355564,10
9339389356035,0
9339389356042,0
9339389356059,0
9339389356066,0
9339389356073,25
9339389356080,0
9339389356097,15
9339389356103,0
9339389356110,27
9339389356127,0
9339389356134,64
9339389356141,0
9339389356158,47
9339389356165,0
9339389356172,27
9339389356189,10
9339389356196,1
9339389356370,0
9339389356387,0
9339389356394,0
9339389356400,0
9339389356417,0
9339389356424,0
9339389356431,0
9339389356448,0
9339389356455,0
9339389356462,0
9339389356479,0
9339389356486,0
9339389356493,0
9339389356509,0
9339389356516,0
9339389360674,96
9339389360681,75
9339389360698,99
9339389360704,176
9339389360711,209
9339389360728,143
9339389361824,0
9339389361831,13
9339389361848,0
9339389361855,21
9339389361862,0
9339389361879,33
9339389361886,0
9339389361893,25
9339389361909,0
9339389361916,21
9339389361923,0
9339389361930,21
9339389361947,12
9339389361954,4
9339389363293,0
9339389363309,0
9339389363316,0
9339389363323,0
9339389363330,7
9339389363347,0
9339389363354,6
9339389363361,0
9339389363378,7
9339389363385,0
9339389363392,9
9339389363408,0
9339389363415,7
9339389363422,0
9339389363439,7
9339389363446,0
9339389363453,0
9339389363460,0
9339389363477,0
9339389363484,0
9339389363491,0
9339389363507,7
9339389363514,0
9339389363521,0
9339389363538,0
9339389363545,5
9339389363552,0
9339389363569,33
9339389363576,0
9339389363583,25
9339389363590,0
9339389363606,23
9339389363613,5
9339389363620,10
9339389363637,0
9339389363644,0
9339389363651,0
9339389363668,0
9339389363675,0
9339389363682,0
9339389363699,0
9339389363705,0
9339389363712,0
9339389363729,0
9339389363736,0
9339389363743,0
9339389363750,0
9339389363767,0
9339389363774,0
9339389363781,0
9339389363798,0
9339389364788,0
9339389364795,0
9339389364801,3
9339389364818,0
9339389364825,10
9339389364832,0
9339389364849,20
9339389364856,0
9339389364863,34
9339389364870,0
9339389364887,33
9339389364894,0
9339389364900,25
9339389364917,13
9339389364924,1
9339389364931,0
9339389364948,0
9339389364955,9
9339389364962,0
9339389364979,23
9339389364986,0
9339389364993,33
9339389365006,0
